,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
61418,c-7,c-1,c-5,526,DL,BHM,ATL,134,N
61419,c-11,c-12,c-7,1159,OH,BHM,CVG,396,N
61420,c-8,c-31,c-4,757,UA,CLT,DEN,1337,N
61421,c-9,c-17,c-6,1127,US,TPA,DCA,814,N
61422,c-4,c-8,c-6,1608,B6,JFK,MCO,944,N
61423,c-8,c-3,c-4,659,WN,BUR,LAS,223,N
61424,c-12,c-2,c-5,610,WN,RDU,PHL,336,N
61425,c-6,c-18,c-6,634,OO,COS,LAX,833,N
61426,c-7,c-16,c-6,1331,AA,STL,TPA,869,N
61427,c-8,c-26,c-6,1829,UA,RNO,DEN,804,Y
61428,c-9,c-3,c-7,1455,YV,ROA,IAD,177,N
61429,c-8,c-24,c-4,2128,FL,ATL,LGA,761,Y
61430,c-6,c-20,c-1,1734,OO,SLC,CPR,320,N
61431,c-6,c-2,c-4,1000,FL,PNS,ATL,272,N
61432,c-4,c-24,c-7,1255,WN,TPA,BWI,842,N
61433,c-12,c-3,c-7,2125,YV,MDT,ORD,594,Y
61434,c-1,c-26,c-4,1057,US,BOS,LGA,185,N
61435,c-12,c-17,c-6,1635,WN,JAX,HOU,816,Y
61436,c-4,c-14,c-4,1547,DL,MKE,CVG,318,N
61437,c-5,c-10,c-3,707,OO,SFO,SBA,262,N
61438,c-12,c-18,c-1,1302,OO,FSD,ORD,462,N
61439,c-7,c-11,c-2,1516,WN,LAS,ONT,197,N
61440,c-7,c-13,c-3,658,XE,EWR,CLT,529,N
61441,c-11,c-14,c-2,1231,AA,EWR,MIA,1086,Y
61442,c-10,c-20,c-5,2119,YV,DEN,BNA,1013,Y
61443,c-7,c-22,c-6,2012,MQ,DFW,TYS,772,N
61444,c-3,c-5,c-6,1610,WN,PHX,PHL,2075,N
61445,c-10,c-21,c-5,2152,OH,CVG,BNA,230,N
61446,c-5,c-6,c-5,717,NW,MSP,MCO,1310,N
61447,c-2,c-16,c-3,1827,OO,DEN,CMH,1155,N
61448,c-4,c-24,c-7,1116,DL,ABQ,ATL,1269,N
61449,c-2,c-8,c-2,1911,US,CLT,PBI,590,N
61450,c-5,c-23,c-1,1329,WN,LAX,SJC,308,Y
61451,c-1,c-14,c-6,1158,OO,BOI,SFO,522,Y
61452,c-1,c-17,c-2,1821,UA,DFW,DEN,641,N
61453,c-4,c-20,c-4,1446,OO,ORD,ICT,588,N
61454,c-11,c-10,c-5,814,WN,SAN,TUS,367,N
61455,c-4,c-28,c-5,630,OH,DCA,HSV,613,N
61456,c-12,c-15,c-5,953,YV,PHX,DSM,1149,N
61457,c-5,c-28,c-7,1126,XE,PIT,IAH,1117,N
61458,c-4,c-21,c-4,1929,NW,MEM,JAN,189,N
61459,c-1,c-11,c-3,648,US,SAN,PHX,304,N
61460,c-11,c-1,c-3,1855,WN,SLC,LAS,368,N
61461,c-12,c-12,c-2,2314,MQ,ORD,OMA,416,Y
61462,c-10,c-22,c-7,1947,B6,BUF,JFK,301,Y
61463,c-3,c-23,c-3,530,US,JAX,CLT,329,N
61464,c-7,c-15,c-6,747,XE,IAH,STL,668,N
61465,c-6,c-20,c-1,638,DL,LAX,SLC,590,N
61466,c-4,c-20,c-3,840,WN,SJC,PHX,621,N
61467,c-7,c-24,c-1,2147,NW,MKE,DTW,238,Y
61468,c-8,c-9,c-2,1509,US,IND,PHL,587,N
61469,c-10,c-19,c-4,707,CO,LAS,IAH,1222,N
61470,c-4,c-21,c-4,1538,HA,OGG,HNL,100,N
61471,c-2,c-15,c-3,852,B6,SAN,IAD,2253,Y
61472,c-4,c-20,c-4,1855,US,ORD,PHX,1440,N
61473,c-11,c-13,c-1,657,B6,JFK,MSY,1182,N
61474,c-2,c-3,c-4,2100,EV,CVG,CAE,404,N
61475,c-3,c-3,c-5,1301,UA,FLL,IAD,901,N
61476,c-11,c-25,c-5,1115,OH,CHS,CVG,497,N
61477,c-9,c-7,c-3,812,DH,IAD,MHT,418,N
61478,c-4,c-28,c-4,1426,MQ,SJT,DFW,228,N
61479,c-10,c-8,c-6,1921,UA,ATL,ORD,606,N
61480,c-5,c-16,c-1,656,NW,DTW,STL,440,N
61481,c-4,c-20,c-4,1030,OH,XNA,CVG,561,N
61482,c-9,c-26,c-1,1136,AA,MIA,JFK,1090,N
61483,c-4,c-10,c-7,615,OH,MDT,CVG,429,N
61484,c-4,c-26,c-2,1650,XE,CLE,MCI,694,N
61485,c-3,c-23,c-4,2018,UA,DEN,JAC,406,N
61486,c-1,c-14,c-6,1130,WN,OMA,PHX,1037,N
61487,c-2,c-9,c-3,1225,MQ,TYS,DFW,772,N
61488,c-10,c-8,c-6,620,OH,TYS,CVG,226,N
61489,c-4,c-21,c-5,1020,AA,BNA,DFW,631,Y
61490,c-10,c-9,c-1,1841,UA,ORD,DEN,888,N
61491,c-5,c-11,c-4,1340,NW,DTW,MHT,609,N
61492,c-8,c-20,c-6,1958,EV,EVV,CVG,170,N
61493,c-8,c-16,c-3,2324,FL,ATL,DFW,732,N
61494,c-9,c-1,c-5,1937,WN,SAN,SJC,417,Y
61495,c-5,c-26,c-5,1848,AA,LGA,TPA,1011,Y
61496,c-12,c-30,c-5,1935,US,PHL,BOS,280,N
61497,c-9,c-21,c-3,1943,FL,ATL,MKE,669,N
61498,c-7,c-11,c-1,1704,DL,SLC,JFK,1989,N
61499,c-11,c-10,c-5,533,XE,BTR,IAH,253,N
61500,c-3,c-21,c-2,2115,EV,ATL,SHV,552,N
61501,c-5,c-27,c-6,1900,MQ,DFW,CID,685,N
61502,c-10,c-27,c-5,1521,AA,DFW,RDU,1062,Y
61503,c-4,c-7,c-5,949,NW,DCA,DTW,405,N
61504,c-11,c-23,c-3,2130,WN,BNA,BWI,588,Y
61505,c-12,c-11,c-1,2026,DL,ATL,DCA,547,N
61506,c-6,c-22,c-4,1641,WN,HOU,ABQ,759,Y
61507,c-11,c-28,c-2,1523,MQ,DCA,LGA,214,N
61508,c-9,c-28,c-4,1842,DL,DCA,CVG,411,Y
61509,c-9,c-8,c-4,1430,TZ,OGG,LAX,2486,N
61510,c-4,c-18,c-1,745,WN,SEA,SLC,689,N
61511,c-7,c-8,c-5,630,WN,SAN,SMF,480,N
61512,c-8,c-22,c-1,809,DH,IAD,BNA,542,N
61513,c-6,c-26,c-7,1451,UA,DEN,SEA,1024,N
61514,c-10,c-15,c-7,1647,OH,BNA,CVG,230,N
61515,c-6,c-24,c-5,1524,NW,MSP,MDW,349,N
61516,c-5,c-14,c-7,1629,MQ,LIT,DFW,304,N
61517,c-5,c-24,c-2,910,DL,EWR,ATL,745,N
61518,c-7,c-7,c-4,2006,TZ,LGA,MDW,725,N
61519,c-5,c-19,c-4,925,WN,MSY,HOU,303,N
61520,c-6,c-6,c-1,1559,US,SAV,CLT,213,Y
61521,c-4,c-16,c-6,1412,DL,MLB,ATL,443,N
61522,c-6,c-13,c-2,2000,WN,MDW,TPA,997,Y
61523,c-8,c-4,c-5,1738,XE,MAF,IAH,429,N
61524,c-8,c-19,c-6,1954,WN,OAK,SAN,446,Y
61525,c-12,c-28,c-4,1834,AA,SJU,EWR,1608,N
61526,c-8,c-4,c-4,1848,EV,ATL,TLH,223,Y
61527,c-3,c-10,c-5,1525,MQ,ORD,LSE,215,N
61528,c-10,c-16,c-7,806,OO,GJT,SLC,217,N
61529,c-9,c-20,c-2,647,MQ,GRB,ORD,174,N
61530,c-7,c-1,c-5,638,OO,SLC,SFO,599,N
61531,c-3,c-2,c-4,945,WN,PHX,SAN,304,N
61532,c-7,c-17,c-1,817,CO,SAN,IAH,1303,N
61533,c-5,c-17,c-2,1507,HP,PHX,LAS,256,N
61534,c-4,c-12,c-2,1355,WN,CMH,TPA,829,N
61535,c-10,c-21,c-6,1640,AA,TPA,ORD,1012,N
61536,c-5,c-25,c-4,1713,B6,LGB,SMF,387,N
61537,c-8,c-16,c-3,1842,WN,SAN,SMF,480,N
61538,c-7,c-28,c-4,1055,WN,BNA,OAK,1959,N
61539,c-9,c-4,c-1,558,B6,FLL,LGA,1076,N
61540,c-6,c-19,c-7,1548,XE,IAH,OKC,395,N
61541,c-9,c-24,c-7,756,OO,HLN,SLC,402,N
61542,c-1,c-31,c-1,1941,MQ,SJC,SAN,417,N
61543,c-8,c-10,c-4,1758,F9,DEN,SNA,846,N
61544,c-7,c-15,c-5,1720,WN,AMA,ABQ,277,N
61545,c-12,c-2,c-5,1027,XE,IAH,GPT,376,N
61546,c-11,c-10,c-4,1515,MQ,DFW,BTR,383,N
61547,c-11,c-6,c-7,915,FL,ATL,DEN,1199,N
61548,c-5,c-17,c-3,1915,WN,HOU,DAL,239,Y
61549,c-4,c-12,c-3,916,DL,CHS,ATL,259,N
61550,c-9,c-6,c-2,1419,EV,ATL,SHV,552,N
61551,c-10,c-1,c-7,1350,MQ,DFW,PIT,1068,N
61552,c-5,c-10,c-3,1503,OO,LAX,SJC,308,N
61553,c-11,c-27,c-1,1652,WN,BWI,DTW,408,N
61554,c-6,c-13,c-2,1540,WN,ISP,MCO,972,N
61555,c-3,c-5,c-7,1910,YV,PHX,TUS,110,N
61556,c-12,c-21,c-3,1705,FL,SAV,ATL,215,N
61557,c-12,c-11,c-1,1738,NW,MSP,SLC,991,Y
61558,c-6,c-16,c-4,1312,OH,HVN,CVG,642,N
61559,c-4,c-12,c-3,1046,EV,MEI,ATL,267,Y
61560,c-7,c-20,c-3,913,AA,BOS,ORD,867,Y
61561,c-7,c-8,c-6,1919,OO,PDX,SFO,550,Y
61562,c-4,c-14,c-4,712,OO,ORD,CMH,296,N
61563,c-2,c-17,c-4,1122,MQ,CVG,ORD,264,N
61564,c-4,c-17,c-1,745,WN,SAT,HOU,192,Y
61565,c-2,c-28,c-2,700,WN,LAS,LAX,236,N
61566,c-2,c-25,c-5,1601,DL,DCA,ATL,547,N
61567,c-2,c-24,c-5,1035,XE,EWR,IND,644,N
61568,c-9,c-14,c-3,755,CO,IAH,LAX,1379,N
61569,c-3,c-28,c-1,1445,WN,LAS,PDX,762,Y
61570,c-1,c-29,c-7,1600,YV,PSP,PHX,261,N
61571,c-4,c-8,c-5,1918,DL,CVG,IND,98,N
61572,c-5,c-20,c-6,917,NW,BDL,DTW,548,N
61573,c-9,c-6,c-3,1817,UA,BOS,LAX,2611,N
61574,c-8,c-3,c-3,1342,US,PIT,PHL,267,N
61575,c-5,c-14,c-6,859,XE,BNA,CLE,448,N
61576,c-1,c-8,c-6,814,AA,ORD,SAT,1041,N
61577,c-2,c-11,c-6,845,UA,DEN,LAS,629,N
61578,c-6,c-10,c-6,1022,FL,ATL,LGA,761,N
61579,c-12,c-3,c-7,1502,WN,AUS,DAL,189,N
61580,c-4,c-10,c-1,51,AS,ANC,PDX,1542,N
61581,c-7,c-16,c-6,1919,NW,MEM,SDF,320,N
61582,c-4,c-2,c-7,1756,AS,LAS,SEA,866,Y
61583,c-12,c-9,c-5,2123,NW,MSP,DLH,144,N
61584,c-5,c-10,c-2,820,WN,ONT,SMF,389,N
61585,c-12,c-20,c-2,801,UA,LGA,ORD,733,N
61586,c-11,c-25,c-5,1254,OO,PDX,SEA,129,N
61587,c-1,c-8,c-7,1535,YV,LEX,CLT,282,N
61588,c-4,c-3,c-7,1727,US,SAV,CLT,213,N
61589,c-8,c-8,c-2,811,DL,DTW,ATL,594,N
61590,c-8,c-11,c-5,1211,AA,ORD,IAH,925,N
61591,c-11,c-2,c-4,957,DL,MSY,ATL,425,Y
61592,c-4,c-7,c-4,2016,AA,EWR,ORD,719,Y
61593,c-5,c-24,c-2,1936,US,DCA,IAH,1208,N
61594,c-6,c-22,c-3,600,NW,EWR,DTW,487,N
61595,c-12,c-3,c-6,1730,CO,CLE,DEN,1201,N
61596,c-10,c-30,c-1,1830,DL,CLE,ATL,554,N
61597,c-6,c-16,c-5,1316,OO,ABQ,DEN,349,N
61598,c-12,c-11,c-1,1018,NW,DFW,MSP,852,N
61599,c-8,c-3,c-4,1734,MQ,MSP,DFW,852,N
61600,c-2,c-3,c-4,1252,MQ,DFW,AMA,313,N
61601,c-5,c-11,c-4,2315,FL,ATL,CLT,227,Y
61602,c-7,c-1,c-5,1236,MQ,DFW,CID,685,Y
61603,c-8,c-22,c-2,1908,NW,DTW,PHL,453,N
61604,c-1,c-5,c-3,1240,DL,ATL,MHT,952,N
61605,c-1,c-2,c-7,1345,AA,MCO,MIA,193,N
61606,c-4,c-2,c-6,1452,US,DCA,MCO,759,Y
61607,c-12,c-17,c-7,1841,WN,MHT,PHL,290,N
61608,c-6,c-20,c-2,2103,UA,DEN,BUR,850,Y
61609,c-2,c-21,c-1,1113,NW,SDF,DTW,306,N
61610,c-8,c-10,c-4,2118,WN,DAL,TUL,237,Y
61611,c-12,c-28,c-3,722,US,ROC,PHL,257,N
61612,c-1,c-24,c-1,1819,DL,ATL,TYS,152,N
61613,c-8,c-29,c-1,1505,OO,CLE,DEN,1201,N
61614,c-11,c-1,c-2,654,CO,LAX,EWR,2454,N
61615,c-10,c-25,c-3,1415,AA,IAH,MIA,964,N
61616,c-5,c-4,c-4,1130,CO,SFO,EWR,2565,Y
61617,c-6,c-24,c-5,1943,NW,MEM,IAH,469,N
61618,c-3,c-24,c-4,1935,WN,LAS,SEA,866,Y
61619,c-3,c-25,c-5,1535,DL,ATL,BOS,946,N
61620,c-7,c-18,c-2,1130,AA,BDL,ORD,783,N
61621,c-6,c-21,c-2,826,MQ,TVC,ORD,224,N
61622,c-10,c-12,c-4,1223,CO,IAH,HNL,3904,N
61623,c-9,c-8,c-5,1954,MQ,DAL,AUS,189,Y
61624,c-8,c-31,c-3,1340,DL,SAT,ATL,874,N
61625,c-1,c-3,c-2,639,AS,PDX,SFO,550,N
61626,c-9,c-23,c-6,2025,UA,ORD,IAH,925,Y
61627,c-7,c-5,c-3,1128,MQ,ORD,IND,177,N
61628,c-12,c-11,c-7,1220,B6,FLL,BOS,1237,Y
61629,c-10,c-17,c-1,1430,WN,MDW,JAN,666,Y
61630,c-7,c-7,c-4,953,UA,LGA,ORD,733,N
61631,c-10,c-1,c-7,1742,DL,ATL,BOS,946,Y
61632,c-4,c-2,c-7,852,EV,ATL,BHM,134,N
61633,c-8,c-17,c-3,1419,EV,PIA,ATL,564,Y
61634,c-4,c-23,c-7,1055,UA,ORD,LGA,733,N
61635,c-1,c-5,c-4,1102,US,PBI,CLT,590,N
61636,c-7,c-29,c-5,1935,WN,LAS,SAT,1069,Y
61637,c-8,c-24,c-4,734,AA,ONT,DFW,1189,N
61638,c-9,c-21,c-3,1248,DH,CLE,IAD,288,N
61639,c-1,c-19,c-4,950,WN,OAK,ONT,361,N
61640,c-7,c-20,c-4,1228,XE,DFW,IAH,224,N
61641,c-8,c-27,c-6,1641,OO,LAX,SAN,109,N
61642,c-9,c-12,c-1,1645,UA,CLE,ORD,316,N
61643,c-3,c-7,c-2,1134,AA,SAN,DFW,1171,Y
61644,c-12,c-10,c-7,2030,YV,ELP,PHX,347,N
61645,c-3,c-22,c-3,1532,MQ,BTR,DFW,383,N
61646,c-4,c-17,c-7,1434,CO,IAH,PHX,1009,N
61647,c-7,c-2,c-6,1455,CO,FLL,IAH,965,N
61648,c-11,c-28,c-1,2030,AA,ORD,SJC,1829,Y
61649,c-6,c-16,c-5,745,WN,STL,MCO,880,N
61650,c-10,c-15,c-7,1930,YV,PHL,IAD,134,N
61651,c-4,c-2,c-7,1202,CO,SJU,EWR,1608,N
61652,c-8,c-2,c-3,1815,WN,ELP,ABQ,223,N
61653,c-1,c-3,c-2,2124,MQ,ORD,LIT,552,Y
61654,c-1,c-15,c-6,757,DL,MCO,CVG,756,N
61655,c-5,c-13,c-5,1054,DL,FLL,BOS,1237,N
61656,c-1,c-4,c-2,2104,OO,SLC,SNA,588,Y
61657,c-7,c-25,c-1,1025,F9,MSP,DEN,680,N
61658,c-8,c-1,c-2,2029,WN,PHX,ABQ,328,N
61659,c-10,c-20,c-5,1233,NW,DTW,SFO,2079,N
61660,c-4,c-2,c-7,559,YV,ATL,IAD,533,N
61661,c-12,c-19,c-2,616,WN,BNA,BWI,588,N
61662,c-9,c-5,c-2,1340,AS,PDX,LAX,834,Y
61663,c-8,c-8,c-2,1246,F9,DEN,LAX,862,N
61664,c-11,c-3,c-4,1547,UA,IAD,SFO,2419,N
61665,c-7,c-1,c-5,1800,WN,PHX,OMA,1037,Y
61666,c-7,c-13,c-4,1859,WN,PHX,SEA,1107,N
61667,c-8,c-25,c-4,1220,HA,HNL,SAN,2614,N
61668,c-8,c-13,c-6,1042,MQ,DFW,TUL,237,N
61669,c-1,c-14,c-6,1152,MQ,ORD,BNA,409,N
61670,c-5,c-6,c-5,1112,UA,PDX,DEN,992,N
61671,c-10,c-13,c-4,936,FL,ATL,EWR,745,Y
61672,c-8,c-12,c-5,1125,CO,CLE,BOS,563,N
61673,c-11,c-14,c-1,957,HP,BWI,PHX,1999,N
61674,c-5,c-12,c-5,1606,US,PHL,PHX,2075,N
61675,c-6,c-24,c-5,1713,AA,DFW,AUS,190,N
61676,c-12,c-5,c-2,1916,OO,SYR,ORD,607,N
61677,c-6,c-6,c-1,1615,EV,CVG,MEM,403,N
61678,c-4,c-28,c-4,957,DL,SRQ,ATL,445,N
61679,c-6,c-21,c-2,1523,UA,PDX,SFO,550,N
61680,c-12,c-3,c-7,1702,WN,OAK,SAN,446,N
61681,c-4,c-28,c-5,1239,CO,IAH,LAX,1379,Y
61682,c-8,c-4,c-4,921,NW,MEM,TPA,656,N
61683,c-7,c-9,c-7,1157,FL,PHF,BOS,464,N
61684,c-3,c-28,c-2,1227,YV,SBA,PHX,455,N
61685,c-11,c-7,c-1,1141,MQ,DFW,TYS,772,N
61686,c-12,c-22,c-5,2011,NW,MSP,DSM,232,Y
61687,c-4,c-26,c-2,1713,TZ,MDW,LGA,725,N
61688,c-10,c-22,c-7,830,WN,JAX,ORF,543,N
61689,c-6,c-15,c-4,734,CO,PDX,EWR,2433,N
61690,c-7,c-11,c-2,1140,YV,PSP,PHX,261,N
61691,c-11,c-30,c-4,1825,DL,MCI,ATL,692,N
61692,c-7,c-18,c-1,1740,XE,EWR,SAV,708,Y
61693,c-8,c-1,c-2,838,CO,MCI,IAH,643,N
61694,c-11,c-5,c-6,1509,OH,CVG,SDF,83,N
61695,c-8,c-19,c-5,558,UA,RNO,DEN,804,N
61696,c-10,c-29,c-6,1946,WN,SMF,LAS,397,Y
61697,c-1,c-31,c-2,755,WN,TPA,PVD,1137,N
61698,c-11,c-21,c-1,2058,WN,LAS,PHX,256,Y
61699,c-9,c-29,c-5,1719,OO,ORD,FSD,462,N
61700,c-12,c-20,c-3,1831,WN,BWI,MDW,611,Y
61701,c-11,c-8,c-2,1206,CO,EWR,IAH,1400,Y
61702,c-7,c-29,c-6,1505,YV,BWI,CLT,361,N
61703,c-10,c-27,c-5,914,XE,IAH,RSW,861,N
61704,c-6,c-1,c-3,1610,AA,DFW,LAX,1235,N
61705,c-4,c-14,c-4,1335,WN,BDL,BWI,283,N
61706,c-10,c-20,c-5,1706,AS,ADQ,ANC,252,Y
61707,c-7,c-15,c-5,1045,OH,AZO,CVG,225,N
61708,c-6,c-16,c-5,2027,DL,ATL,DCA,547,N
61709,c-2,c-1,c-2,2042,NW,MSP,ORD,334,Y
61710,c-8,c-26,c-6,1655,OO,SLC,SAN,626,N
61711,c-1,c-26,c-4,1455,WN,AUS,ELP,528,N
61712,c-1,c-2,c-1,608,UA,SFO,PDX,550,N
61713,c-4,c-6,c-4,1841,DL,ATL,LAS,1747,N
61714,c-11,c-17,c-5,1230,WN,PHL,MCO,861,Y
61715,c-7,c-10,c-1,1831,UA,DEN,MCI,533,N
61716,c-5,c-29,c-1,2157,CO,MCO,IAH,853,Y
61717,c-8,c-12,c-6,759,FL,SEA,ATL,2182,N
61718,c-2,c-21,c-1,915,NW,BWI,DTW,408,N
61719,c-8,c-30,c-3,1808,WN,BNA,MDW,395,N
61720,c-8,c-17,c-4,855,US,BOS,LGA,185,N
61721,c-7,c-20,c-4,607,AS,SEA,SJC,697,N
61722,c-11,c-21,c-2,759,US,IND,PHX,1489,N
61723,c-2,c-5,c-6,1110,XE,IAH,HRL,295,N
61724,c-11,c-26,c-7,551,XE,BUF,CLE,192,N
61725,c-8,c-3,c-4,1420,CO,IAH,DEN,861,N
61726,c-4,c-16,c-7,1603,UA,ORD,IAD,589,N
61727,c-9,c-2,c-5,1830,HP,SNA,PHX,338,N
61728,c-11,c-6,c-1,604,CO,DEN,IAH,861,N
61729,c-7,c-16,c-7,1930,WN,ABQ,AMA,277,N
61730,c-7,c-31,c-7,811,AA,ORD,RNO,1671,N
61731,c-4,c-19,c-2,935,WN,OAK,SAN,446,N
61732,c-7,c-24,c-1,1620,OO,FAT,SLC,501,N
61733,c-5,c-31,c-2,1133,AA,FLL,ORD,1182,N
61734,c-12,c-7,c-3,1554,AS,TUS,SEA,1216,N
61735,c-2,c-28,c-2,2107,XE,EWR,ROC,246,Y
61736,c-11,c-17,c-5,1844,CO,ATL,EWR,745,Y
61737,c-8,c-26,c-6,2152,UA,LAS,LAX,236,Y
61738,c-9,c-15,c-4,1034,XE,IAH,PHX,1009,N
61739,c-8,c-31,c-3,2010,US,PHL,BWI,90,N
61740,c-11,c-16,c-3,649,AA,IAH,MIA,964,N
61741,c-1,c-9,c-7,1250,WN,SJC,BUR,296,N
61742,c-12,c-10,c-7,1056,B6,BUR,JFK,2465,N
61743,c-2,c-23,c-4,1531,CO,IAH,DFW,224,N
61744,c-2,c-5,c-7,1905,AA,CLT,DFW,936,N
61745,c-12,c-4,c-1,1702,DL,ATL,PNS,272,N
61746,c-4,c-3,c-1,846,MQ,DFW,CID,685,Y
61747,c-10,c-3,c-2,1920,WN,ELP,DAL,562,N
61748,c-11,c-26,c-7,942,XE,EWR,SAV,708,Y
61749,c-5,c-5,c-5,1316,TZ,HNL,LAX,2556,N
61750,c-7,c-22,c-5,1751,AA,MIA,JFK,1090,N
61751,c-10,c-6,c-5,629,XE,JAX,EWR,821,N
61752,c-4,c-16,c-7,1610,EV,ATL,BMI,533,Y
61753,c-2,c-18,c-5,1637,AS,SEA,DEN,1024,Y
61754,c-4,c-26,c-3,1115,OH,RSW,BDL,1180,N
61755,c-8,c-22,c-2,907,FL,ATL,IND,432,N
61756,c-4,c-4,c-1,1415,US,CLT,TPA,508,N
61757,c-12,c-12,c-1,2133,OO,ORD,MSN,109,N
61758,c-1,c-18,c-3,1126,OO,SLC,RDM,526,N
61759,c-10,c-6,c-4,1510,WN,LAX,ABQ,677,N
61760,c-5,c-13,c-5,743,DL,MSP,ATL,906,N
61761,c-10,c-5,c-3,1349,XE,EWR,BGR,393,Y
61762,c-12,c-22,c-5,1223,NW,DTW,AZO,113,Y
61763,c-6,c-11,c-6,2043,OH,JFK,GSO,459,N
61764,c-1,c-4,c-3,901,UA,IAD,SEA,2306,Y
61765,c-2,c-5,c-7,725,HA,HNL,LIH,102,N
61766,c-1,c-19,c-4,715,WN,ISP,MDW,765,N
61767,c-3,c-6,c-1,1722,DL,MSY,ATL,425,N
61768,c-3,c-16,c-4,1320,WN,BNA,LAX,1797,N
61769,c-3,c-23,c-3,1658,OH,MLI,CVG,350,N
61770,c-3,c-1,c-2,1913,US,BOS,CLT,728,N
61771,c-7,c-18,c-1,950,WN,SJC,PDX,569,N
61772,c-11,c-26,c-6,1038,MQ,DFW,MSN,821,N
61773,c-1,c-6,c-4,738,HP,STL,PHX,1262,N
61774,c-10,c-12,c-3,1551,XE,SHV,IAH,192,N
61775,c-9,c-9,c-6,817,NW,MCO,DTW,957,N
61776,c-3,c-15,c-2,645,WN,LAX,SJC,308,N
61777,c-11,c-27,c-7,829,DL,ATL,ORD,606,N
61778,c-4,c-12,c-3,1810,US,PHX,MCI,1044,N
61779,c-12,c-19,c-1,1235,WN,SJC,MDW,1838,N
61780,c-7,c-12,c-3,2344,YV,LAS,MFR,599,N
61781,c-2,c-9,c-3,1643,OO,AUS,ORD,978,N
61782,c-8,c-28,c-1,800,UA,BOS,ORD,867,N
61783,c-12,c-19,c-1,1242,MQ,BWI,BOS,370,N
61784,c-8,c-8,c-2,1256,HA,OGG,HNL,100,N
61785,c-9,c-11,c-7,935,OO,SLC,SGU,269,N
61786,c-11,c-2,c-4,1152,NW,MSP,ANC,2518,N
61787,c-2,c-21,c-2,1917,MQ,BOS,DCA,399,N
61788,c-6,c-9,c-5,1917,XE,IAH,PNS,489,N
61789,c-4,c-11,c-2,855,B6,JFK,LGB,2465,N
61790,c-5,c-18,c-3,1730,OH,ATL,IAD,533,Y
61791,c-8,c-8,c-2,1514,MQ,ORD,JFK,740,Y
61792,c-8,c-12,c-5,754,OH,CVG,RIC,413,N
61793,c-2,c-10,c-5,1154,AA,DFW,HNL,3784,N
61794,c-8,c-25,c-4,1653,B6,BOS,LGB,2602,Y
61795,c-2,c-15,c-2,1658,DL,LEX,ATL,303,Y
61796,c-3,c-21,c-2,835,MQ,DFW,GRK,134,N
61797,c-2,c-8,c-3,1800,US,PHL,TPA,920,N
61798,c-12,c-28,c-3,2051,XE,ATL,CLE,554,Y
61799,c-12,c-20,c-3,635,OH,BOS,JFK,187,N
61800,c-3,c-27,c-1,1119,UA,DEN,PDX,992,N
61801,c-6,c-15,c-3,1510,WN,HOU,MCO,848,N
61802,c-2,c-7,c-2,1330,AA,LGA,DFW,1389,N
61803,c-10,c-17,c-2,813,UA,ATL,ORD,606,N
61804,c-2,c-14,c-1,630,AA,MSP,MIA,1501,N
61805,c-9,c-18,c-7,835,WN,HOU,JAN,359,N
61806,c-9,c-15,c-5,1918,XE,IAH,MEM,469,N
61807,c-4,c-1,c-6,752,OO,HLN,SLC,402,N
61808,c-5,c-29,c-7,653,MQ,FAT,LAX,209,N
61809,c-1,c-25,c-2,1440,MQ,DFW,SHV,190,N
61810,c-8,c-3,c-3,1040,MQ,ORD,ICT,588,N
61811,c-3,c-2,c-3,1823,OO,SLC,FCA,532,N
61812,c-7,c-10,c-1,1004,US,PHX,IAH,1009,Y
61813,c-6,c-17,c-6,624,FL,MKE,ATL,669,N
61814,c-10,c-9,c-7,920,OH,FWA,CVG,136,N
61815,c-6,c-11,c-7,2057,AA,DFW,SLC,988,Y
61816,c-1,c-19,c-3,1108,UA,LAX,SFO,337,Y
61817,c-6,c-14,c-2,1612,NW,OMA,MSP,282,N
61818,c-7,c-5,c-3,551,MQ,LEX,DFW,785,N
61819,c-3,c-22,c-2,1429,HA,LIH,HNL,102,N
61820,c-10,c-19,c-4,2110,XE,EWR,JAX,821,Y
61821,c-11,c-13,c-1,1224,FL,EWR,ATL,745,N
61822,c-7,c-13,c-3,1545,NW,MSP,PHX,1276,Y
61823,c-3,c-11,c-6,817,FL,MDW,MCO,989,Y
61824,c-11,c-19,c-6,1357,MQ,PIA,DFW,673,N
61825,c-2,c-3,c-4,1710,OH,RDU,JFK,426,Y
61826,c-3,c-3,c-5,2118,NW,MSP,SAN,1532,N
61827,c-9,c-28,c-4,1608,NW,MHT,DTW,609,N
61828,c-2,c-10,c-4,1426,HP,PHX,SNA,338,N
61829,c-2,c-28,c-1,1729,HP,PHX,RNO,601,N
61830,c-12,c-29,c-4,2352,DL,SFO,ATL,2139,N
61831,c-3,c-6,c-1,854,XE,CLE,DFW,1021,N
61832,c-12,c-15,c-5,1100,AQ,HNL,OGG,100,N
61833,c-3,c-15,c-3,1245,MQ,MIA,DAY,999,N
61834,c-1,c-17,c-1,1615,WN,TUS,LAX,451,N
61835,c-6,c-2,c-5,1933,US,CLT,PHX,1774,N
61836,c-7,c-19,c-2,1827,CO,BWI,IAH,1235,Y
61837,c-8,c-30,c-2,1227,DH,SAV,IAD,515,N
